처리시설명,처리시설코드,구분,시도,시군구,읍면동,리,행정구역코드,시설용량(㎥/일)_물리적,시설용량(㎥/일)_생물학적,시설용량(㎥/일)_고도,시설용량 합,처리공정_전처리,처리공정_1차,처리공정_2차,처리공정_3차,가동개시일자,가동율(%),가동일수,방류수수질적용기준지역구분,재이용량(㎥/일)_계,재이용량(㎥/일)_조경수,재이용량(㎥/일)_세척수(축봉수포함),재이용량(㎥/일)_공정재이용,재이용량(㎥/일)_기타
박달하수종말처리장,411710W03,가동중,경기도,안양시만안구,박달동,,4117110300,,"300,000",,"300,000",침사지,1차침전,활성슬러지공법,,1992-04-01,100,365,,0,,,,
박달하수종말처리장(확장),411710W05,가동중,경기도,안양시만안구,박달동,,4117110300,,"300,000",,"300,000",,,,,,,,,,,,,
역곡하수종말처리장,411970W01,가동중,경기도,부천시소사구,옥길동,,4119710600,,,"50,000","50,000",침사지,1차침전,DNR고도처리,MDF여과 및 UV소독,2006-08-25,73.14,366,III,35281,1423,414,23,33421
부천시하수정화사업소,411990F01,가동중,경기도,부천시오정구,대장동,,4119910600,500,,,500,침사제거,협잡물제거(1차),협잡물제거(2차),,1998-12-23,67.4,247,,0,,,,
굴포천하수종말처리장,411990W01,가동중,경기도,부천시오정구,대장동,,4119910600,,,"900,000","900,000",침사지,1차침전,고도처리공법,,1999-11-21,87.8,366,III,161106,,116471,25446,19189
광명시위생환경사업소,412100F01,가동중,경기도,광명시,광명동,,4121010100,300,,,300,침사지,"탈질,여과",,,,100,288,,0,,,,
장당하수종말처리장,412200W01,가동중,경기도,평택시,장당동,,4122010200,,"40,000","25,000","65,000",침사지,1차침전,활성슬러지공법,,1998-07-01,90.6,366,IV,4359,,2260,27,2072
평택송탄산업단지폐수종말처리장,412200I01,가동중,경기도,평택시,모곡동,,4122010300,,,"6,200","6,200",침사지,1차침전,symbio 공법,상향류식사여과기,2011-07-25,66.5,365,,340,,,340,
통복위생환경사업장,412200F01,가동중,경기도,평택시,통복동,,4122011400,,150,,150,원심분리,,,,2006-07-22,100,366,,33,6,27,,
통복하수종말처리장,412200W02,가동중,경기도,평택시,통복동,,4122011400,,,"75,000","75,000",침사지,1차침전,CNR,,1998-07-01,78.4,366,IV,2151,,2039,33,79
평택노양마을하수도,412200V09,가동중,경기도,평택시,팽성읍,노양리,4122025036,,,90,90,,,,KM-SBR,2009-09-11,83,366,IV,0,,,,
팽성하수종말처리장,412200W03,가동중,경기도,평택시,팽성읍,송화리,4122025045,,,"10,000","10,000",침사지,,,산화구내생탈질법,2003-06-01,77.41,366,IV,1372,0,282,36,1054
포승공단하수종말처리장,412200W04,가동중,경기도,평택시,포승읍,원정리,4122025623,,,"40,000","40,000",침사지,,,"탈질,탈인,여과",2000-11-10,49.5,366,IV,1060,0,833,39,188
평택진위폐수종말처리장,412200I04,가동중,경기도,평택시,진위면,청호리,4122031026,,,"1,000","1,000",침사지,,KSBNR,"약품응집,미세여과",2010-12-01,25.5,365,,0,,,,
하북대정촌마을하수도,412200V06,가동중,경기도,평택시,진위면,하북리,4122031031,,,100,100,스크린조,혐기조,무산소조,SBR,2008-08-01,54,366,,0,,,,
신리벌말마을하수도,412200V07,가동중,경기도,평택시,진위면,신리,4122031032,,,200,200,스크린조,,바이오필터,탈질조,2007-09-01,52.5,366,,0,,,,
평택사리마을하수도,412200V02,가동중,경기도,평택시,서탄면,사리,4122032022,,,100,100,미세스크린,혐기조,교대반응조,막분리호기조,2009-06-01,64,366,,0,,,,
내천수월암마을하수도,412200V05,가동중,경기도,평택시,서탄면,수월암리,4122032023,,,330,330,PAC약품주입,,UMBR,UV소독조,2009-08-01,65,366,,0,,,,
평택장등마을하수도,412200V03,가동중,경기도,평택시,서탄면,장등리,4122032028,,,90,90,스크린조,혐기조,무산소조,SBR,2009-06-01,65.1,366,,0,,,,
평택당현마을하수도,412200V04,가동중,경기도,평택시,고덕면,당현리,4122033021,,,70,70,스크린조,,BNR조,반응침전조,2009-06-01,81.9,366,,0,,,,
평택두릉마을하수도,412200V10,신설,경기도,평택시,고덕면,두릉리,4122033022,,,150,150,,,,,,,,,,,,,
고덕문화마을하수도,412200V01,가동중,경기도,평택시,고덕면,해창리,4122033025,,,110,110,,,무산소조,탈기조,2001-05-01,58,366,,0,,,,
현곡산업단지폐수종말처리장,412200I03,가동중,경기도,평택시,청북면,후사리,4122035025,,,"3,600","3,600",종합협잡물처리기,,PSBR,MCF+오존산화,2005-11-01,54.7,365,,944,,,944,
어연한산산업단지폐수종말처리장,412200I02,가동중,경기도,평택시,청북면,율북리,4122035029,,,"5,500","5,500",,,,,,42.5,365,,0,,,,
덕목백석마을하수도,412200V08,가동중,경기도,평택시,현덕면,덕목리,4122037026,,,50,50,스크린조,,SBR반응조,생물막여과조,2007-09-01,70,366,,0,,,,
현덕공공하수처리시설,412200W07,가동중,경기도,평택시,현덕면,대안리,4122037028,,,"20,000","20,000",침사지,S-BC,,,2008-12-02,67,366,,2733,,2,139,2592
동두천위생처리장,412500F01,가동중,경기도,동두천시,상봉암동,,4125010900,95,,,95,95,,,,2001-12-09,74,365,,0,,,,
동두천하수종말처리장,412500W01,가동중,경기도,동두천시,상봉암동,,4125010900,,,"86,000","86,000",침사지,침전지,활성슬러지,고도처리,2008-01-01,119,365,,2118,1059,,602,457
안산분뇨전처리시설(하수처리장),412730F01,가동중,경기도,안산시단원구,성곡동,,4127310400,480,,,480,협잡물종합처리기,,,,1991-11-15,88.8,2947,,0,,,,
안산시하수종말처리장(1단계),412730W01,가동중,경기도,안산시단원구,성곡동,,4127310400,,,"385,000","385,000",침사지,1차침전,활성슬러지,여과,1987-02-28,75.78,366,IV,15015,,0,0,15015
안산시부흥간이오수처리장,412730H03,가동중,경기도,안산시단원구,대부남동,,4127311200,,,46,46,침사조,,활성슬러지,,2006-09-15,52.1,366,,0,0,0,0,0
안산시탄도간이오수처리장,412730H01,가동중,경기도,안산시단원구,선감동,,4127311300,,,23,23,침사지,,활성슬러지,,2004-07-27,43.4,366,,0,0,0,0,0
안산시불도간이오수처리장,412730H02,가동중,경기도,안산시단원구,선감동,,4127311300,,,15,15,침사지,침전분류실,활성슬러지,,2004-08-27,37.5,366,,0,0,0,0,0
안산시풍도간이오수처리장,412730H04,가동중,경기도,안산시단원구,풍도동,,4127311400,,,30,30,스크린,,활성슬러지,,2004-01-29,33.3,366,,0,0,0,0,0
안산시육도간이오수처리장,412730H05,가동중,경기도,안산시단원구,풍도동,,4127311400,,,20,20,스크린,,활성슬러지,,2004-12-09,25,366,,0,0,0,0,0
원능공공하수처리시설,412810W02,가동중,경기도,고양시덕양구,토당동,,4128112000,,,"80,000","80,000",침사지,생물반응조,원판형여과,UV소독,2008-06-01,81.3,366,III,8300,2,5933,95,2270
난지물재생센터(분뇨),412810F01,가동중,경기도,고양시덕양구,현천동,,4128113000,"4,500",,,"4,500",,,,,1988-01-01,100,366,III,0,,,,
난지물재생센터,412810W01,가동중,경기도,고양시덕양구,현천동,,4128113000,,"860,000",,"860,000",침사지,1차침전,활성슬러지법,,1987-06-30,100,366,III,18896,19,7951,5992,4934
벽제공공하수종말처리시설,412800W01,가동중,경기도,고양시일산동구,지영동,,4128511000,,,"30,000","30,000",,,,CSBR,2006-10-11,96.9,365,,927,1,863,,63
고양시환경사업소,412830F01,가동중,경기도,고양시일산서구,법곳동,,4128710800,162,,,162,협잡물제거,,,,1992-12-30,100,365,,0,,,,
일산공공하수처리시설,412830W01,가동중,경기도,고양시일산서구,법곳동,,4128710800,,,"270,000","270,000",침사지,1차침전,생물학적(MLE)+2차침전,화학적응집침전(URC),1993-04-30,72.1,365,,2576,,320,2149,107
과천시분뇨처리장,412900F01,가동중,경기도,과천시,과천동,,4129010500,30,,,30,,,,,,80,366,III,0,,,,
과천하수종말처리장,412900W01,가동중,경기도,과천시,과천동,,4129010500,,,"30,000","30,000",,,,,,78.82,366,III,774,,,740,34
구리분뇨처리시설,413100F01,가동중,경기도,구리시,수택동,,4131010500,130,,,130,전처리,,,,1989-12-01,86,366,,0,,,,
구리하수종말처리장,413100W01,가동중,경기도,구리시,수택동,,4131010500,,,"50,000","50,000",침사지,1차침전,,CNR공법,1989-12-30,106,366,III,3973,,624,1462,1887
구리하수종말처리장(증설),413100W02,가동중,경기도,구리시,수택동,,4131010500,,,"110,000","110,000",침사지,1차침전,MLE공법,,1999-12-04,105,366,III,2561,,420,916,1225
우미내마을하수도,413100V01,가동중,경기도,구리시,아천동,,4131010600,,,200,200,침사지,유량조정조,연속회분식 반응공법,,2005-04-30,51,366,III,0,0,0,0,0
가운공공하수처리시설,413600W11,가동중,경기도,남양주시,가운동,,4136010700,,,"4,000","4,000",,,,,,100,365,,0,,,,
진접하수종말처리장,413600W12,가동중,경기도,남양주시,진접읍,금곡리,4136025328,,,"14,000","14,000",,,,,,100,365,,0,,,,
화도분뇨처리장,413600F01,가동중,경기도,남양주시,화도읍,금남리,4136025625,40,,,40,,,,,,100,365,,0,,,,
화도하수종말처리장,413600W01,가동중,경기도,남양주시,화도읍,금남리,4136025625,,,"43,000","43,000",,,,,,100,365,,0,,,,
화도2공공하수처리장,413600W10,가동중,경기도,남양주시,화도읍,금남리,4136025625,,,"18,000","18,000",,,,,,,,,,,,,
창현간이축산폐수공공처리장,413600S03,가동중,경기도,남양주시,화도읍,창현리,4136025628,85,,,85,,,,,,100,365,,0,,,,
차산간이축산폐수공공처리장,413600S02,가동중,경기도,남양주시,화도읍,차산리,4136025630,35,,,35,,,,,,100,365,,0,,,,
진건하수종말처리장,413600W09,가동중,경기도,남양주시,진건읍,배양리,4136025922,,,"100,000","100,000",,,,,,105.4,365,,0,,,,
남양주축산폐수공공처리시설,413600S04,가동중,경기도,남양주시,진건읍,진관리,4136025923,,185,,185,,,,,,100,365,,0,,,,
팔현공공하수처리시설,413600V01,가동중,경기도,남양주시,오남읍,팔현리,4136026222,,,350,350,,,,,,100,365,,0,,,,
능내1-1공공하수처리시설,413600V02,가동중,경기도,남양주시,조안면,능내리,4136036021,,,300,300,,,,,,46.7,365,,0,,,,
능내2하수종말처리장,413600W02,가동중,경기도,남양주시,조안면,능내리,4136036021,,,200,200,,,,,,100,365,,0,,,,
능내1하수종말처리장,413600W05,가동중,경기도,남양주시,조안면,능내리,4136036021,,,200,200,,,,,,100,365,,0,,,,
조안하수종말처리장,413600W04,가동중,경기도,남양주시,조안면,조안리,4136036022,,,200,200,,,,,,100,365,,0,,,,
송촌하수종말처리장,413600W03,가동중,경기도,남양주시,조안면,송촌리,4136036024,,,250,250,,,,,,99.8,365,,0,,,,
삼봉1하수종말처리장,413600W07,가동중,경기도,남양주시,조안면,송촌리,4136036024,,,200,200,,,,,,100,365,,0,,,,
삼봉2하수종말처리장,413600W08,가동중,경기도,남양주시,조안면,삼봉리,4136036025,,,650,650,,,,,,100,365,,0,,,,
시우하수종말처리장,413600W06,가동중,경기도,남양주시,조안면,시우리,4136036026,,,200,200,,,,,,100,365,,0,,,,
오산시분뇨처리장,413700F01,가동중,경기도,오산시,오산동,,4137010100,,350,,350,,,,,,77.4,365,,0,,,,
오산하수종말처리장,413700W01,가동중,경기도,오산시,오산동,,4137010100,,,"57,000","57,000",,,,,2001-06-21,96.7,366,IV,6000,,,,6000
오산하수종말처리장(2),413700W02,가동중,경기도,오산시,오산동,,4137010100,,"64,000",,"64,000",,,,,2010-08-31,87,365,,0,,,,
세마하수종말처리장,413700W03,가동중,경기도,오산시,서랑동,,4137011500,,,"8,300","8,300",,,,,2010-07-20,50.6,366,IV,0,,,,
시흥능곡수질복원센터,413900W02,가동중,경기도,시흥시,능곡동,,4139011800,,,"7,000","7,000",종합협잡물 처리,유량조정,SBR,미세여과,2008-04-01,52,365,IV,0,,,,
시흥시위생처리장,413900F01,가동중,경기도,시흥시,정왕동,,4139013200,,160,,160,협잡물처리,원심분리,B3,,2005-12-20,79.05,365,,0,,,,
시흥하수종말처리장,413900W01,가동중,경기도,시흥시,정왕동,,4139013200,,,"279,000","279,000",침사지,1차처리,CNR,사여과,1993-01-01,87.1,365,IV,9472,,7312,,2160
부곡하수처리장,414100W02,가동중,경기도,군포시,부곡동,,4141010300,,,"4,500","4,500",,고도처리,"여과,소독",,2010-02-09,49.1,365,,2209,,19,211,1979
대야하수처리장,414100W01,가동중,경기도,군포시,둔대동,,4141010600,,,"5,000","5,000",침사지,고도처리,"여과,소독",,2010-01-20,42,365,,2108,,55,55,1998
의왕부곡하수종말처리장,414300W01,가동중,경기도,의왕시,월암동,,4143011000,,,"15,000","15,000",,,,,,100,365,,0,0,,,
의왕축산폐수공공처리장,414301S01,가동중,경기도,의왕시,월암동,,4143011000,,,30,30,,,,,,9.58,365,,0,,,,
하남분뇨처리시설,414500F01,가동중,경기도,하남시,신장동,,4145010600,768,,,768,,,,,1994-04-16,100,365,,0,,,,
남5통마을하수도,414610V07,가동중,경기도,용인시처인구,남동,,4146110400,,,20,20,침사조,활성슬러지,여과,소독,2002-09-30,100,365,IV,0,0,0,0,0
용인동부공공하수처리장,414610W06,가동중,경기도,용인시처인구,남동,,4146110400,,,800,800,스크린 + 침사제거기,생물학처리,막분리,,2010-01-13,57,366,I,30,,30,,
호5통마을하수도,414610V13,가동중,경기도,용인시처인구,호동,,4146110900,,,20,20,스크린,활성슬러지,여과지,소독,2006-08-18,185,365,IV,0,0,0,0,0
마성마을하수도,414610V09,가동중,경기도,용인시처인구,포곡읍,마성리,4146125025,,,40,40,스크린,활성슬러지,막분리,,2003-12-04,53,365,IV,0,0,0,0,0
포곡성밑마을하수도,414610V16,가동중,경기도,용인시처인구,포곡읍,마성리,4146125025,,,50,50,스크린,활성슬러지,소독,,2009-08-01,28,365,IV,0,0,0,0,0
용인환경사업소,414610F01,가동중,경기도,용인시처인구,포곡읍,유운리,4146125028,,120,,120,,,,,2005-10-28,101,365,,0,,,,
용인환경사업소(축산폐수공공처리장),414610S01,가동중,경기도,용인시처인구,포곡읍,유운리,4146125028,,"1,100",,"1,100",,,,,2005-10-28,28,365,,0,,,,
용인하수종말처리장,414610W01,가동중,경기도,용인시처인구,포곡읍,유운리,4146125028,,,"48,000","48,000",,,,,1992-09-01,84.5,365,I,2506,,,2506,
모현하수종말처리장,414610W05,가동중,경기도,용인시처인구,모현면,일산리,4146131024,,,"16,000","16,000",스크린+침사지,생물반응조,MBR,,2010-01-13,91,366,I,321,,241,57,23
봉명리(새말)마을하수도,414610V01,가동중,경기도,용인시처인구,남사면,봉명리,4146132024,,,23,23,침강분리조,활성슬러지,막분리,,1999-11-18,57,365,,0,0,0,0,0
남사공공하수종말처리장,414610W02,가동중,경기도,용인시처인구,남사면,봉명리,4146132024,,,"2,000","2,000",스크린 및 침사제거기,,생물학적처리,여과/소독,2009-09-11,81,366,IV,217,,217,,
창리화곡마을하수도,414610V03,가동중,경기도,용인시처인구,남사면,창리,4146132029,,,39,39,스크린,활성슬러지,막분리,,1999-11-18,54,365,,0,0,0,0,0
중동지구마을하수도,414610V08,가동중,경기도,용인시처인구,남사면,완장리,4146132031,,,45,45,침강분리조,활성슬러지,여과기,소독,2002-11-29,89,365,,0,0,0,0,0
송전공공하수종말처리장,414610W03,가동중,경기도,용인시처인구,이동면,송전리,4146133021,,,"2,300","2,300",스크린 및 침사제거기,생물학적처리,MDF 여과,UV소독,2009-10-27,91,366,IV,251,,251,,
천리공공하수종말처리장,414610W04,가동중,경기도,용인시처인구,이동면,덕성리,4146133026,,,"9,000","9,000",스크린+침사지,,생물학적처리(SBR),여과/소독,2008-12-17,38,366,IV,426,,426,,
사전소규모공공하수도,414610V15,가동중,경기도,용인시처인구,원삼면,사암리,4146134022,,,60,60,스크린,활성슬러지,소독,,2009-08-01,115,365,IV,0,0,0,0,0
