도서관명,시도명,시군구명,도서관유형,휴관일,운영시작시각,운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자
꿈드리작은도서관,전라북도,전주시,작은도서관,"매주토요일, 매주 일요일, 법정공휴일",10:00,18:00,25,7589,5,150,3,7,전라북도 전주시 완산구 삼천천변1길 32,전라북도 남양아파트입주자대표회의,063-225-7338,,110,,35.7956670,127.1147280,2015-09-30
청아나루작은도서관,전라북도,전주시,작은도서관,"매주월요일, 법정공휴일",09:00,18:00,25,7690,48,0,2,7,전라북도 전주시 완산구 선너머2길 37,전라북도 완산청소년문화의집,063-905-7720,,170,,35.8146330,127.1272550,2015-09-30
금호작은도서관,전라북도,전주시,작은도서관,"매주 일요일, 법정공휴일",09:30,18:00,24,6885,0,0,2,7,전라북도 전주시 완산구 효동3길 33,전라북도 금호아파트입주자대표회의,063-286-2299,320.66,168.78,,35.8032400,127.1304800,2015-09-30
글마당작은도서관,전라북도,전주시,작은도서관,"매주토요일, 매주 일요일, 법정공휴일",14:00,18:00,25,5264,0,0,2,7,전라북도 전주시 완산구 안행로 176,전라북도 현대아파트입주자대표회의,070-4127-8015,,182,,35.8115700,127.1322700,2015-09-30
희망작은도서관,경상남도,하동군,작은도서관,매주월요일,10:00,18:00,30,2800,0,0,3,7,경상남도 하동군 적량면 황금길 40,희망작은도서관운영위원회,070-8899-2453,155.25,155.25,-,35.0818338,127.7844072,2016-04-30
지리산반달작은도서관,경상남도,하동군,작은도서관,매주월요일,10:00,18:00,20,5700,0,0,3,7,경상남도 하동군 화개면 의신길 27-2,지리산반달작은도서관운영위원회,055-884-1979,194.97,194.97,-,35.2897012,127.6467768,2016-04-30
늘푸른작은도서관,경상남도,하동군,작은도서관,매주월요일,10:00,18:00,30,4500,0,0,3,7,경상남도 하동군 옥종면 양구2길 3,늘푸른작은도서관운영위원회,070-8820-2517,204.12,204.12,-,35.1778619,127.8794131,2016-04-30
책보따리작은도서관,경상남도,하동군,작은도서관,매주월요일,10:00,18:00,30,10200,0,0,3,7,경상남도 하동군 악양면 악양서로 384,책보따리작은도서관운영위원회,055-884-4192,141.83,141.83,-,35.1640078,127.7099567,2016-04-30
청학작은도서관,경상남도,하동군,작은도서관,매주월요일,10:00,18:00,20,1200,0,0,3,7,경상남도 하동군 청암면 청학동길 65,청학작은도서관운영위원회,055-883-8561,101.52,101.52,-,35.2458891,127.7089248,2016-04-30
고전작은도서관,경상남도,하동군,작은도서관,매주월요일,10:00,18:00,50,1000,0,0,3,7,경상남도 하동군 고전면 하동읍성로 349,고전면사무소,055-880-6171,143.53,143.53,-,35.0221081,127.8172881,2016-04-30
코스모스작은도서관,경상남도,하동군,작은도서관,매주월요일,10:00,18:00,50,1000,0,0,3,7,경상남도 하동군 북천면 가리골길 6,코스모스작은도서관운영위원회,055-880-6333,140.07,140.07,-,35.1146276,127.8939511,2016-04-30
하동도서관,경상남도,하동군,공공도서관,"매주월요일,국경일,공휴일",08:00,22:00,60,76503,23,3565 ,5,14,경상남도 하동군 하동읍 경서대로 80,하동교육지원청,055-884-7981,4844,1753.58,http://www.hdlib.or.kr,,,2016-04-30
관악문화관도서관,서울특별시,관악구,공공도서관,매주 화요일 법정공휴일,9:00,22:00,556,167747 ,62,22891 ,5,14,서울특별시 관악구 신림로3길 35(신림동),서울특별시 관악구청,02-887-6890,"7,349","14,279",http://lib.gwanak.go.kr/,37.467135,126.944735,2016-06-08
글빛정보도서관,서울특별시,관악구,공공도서관,매주 수요일 법정공휴일,9:00,22:00,139,57504 ,36,2359 ,5,14,서울특별시 관악구 관악로 30길 23,서울특별시 관악구청,02-878-7460,351,693,http://lib.gwanak.go.kr/,37.486252,126.959668,2016-06-08
성현동작은도서관,서울특별시,관악구,공공도서관,매주 화요일 법정공휴일,9:00,18:00,55,40218 ,43,1874 ,5,14,서울특별시 관악구 관악로 37길 56,서울특별시 관악구청,02-877-7182,,1974,http://lib.gwanak.go.kr/,37.487704,126.956096,2016-06-08
은천동작은도서관,서울특별시,관악구,공공도서관,매주 화요일 법정공휴일,9:00,18:00,89,29920 ,48,1215 ,5,14,서울특별시 관악구 봉천로 33나길 30,서울특별시 관악구청,02-877-1162,"1,075","2,974",http://lib.gwanak.go.kr/,37.485298,126.942434,2016-06-08
조원작은도서관,서울특별시,관악구,공공도서관,매주 수요일 법정공휴일,9:00,18:00,210,41034 ,51,4423 ,5,14,서울특별시 관악구 조원로 12길 25,서울특별시 관악구청,02-851-5571,801,"2,668",http://lib.gwanak.go.kr/,34.482544,126.907773,2016-06-08
봉현작은도서관,서울특별시,관악구,구립작은도서관,매주 일요일,9:00,18:00,35,10677 ,0,262,5,14,서울특별시 관악구 관악로 255-7,서울특별시 관악구청,070-7163-5167,979,"1,550",http://lib.gwanak.go.kr/,37.487195,126.956619,2016-06-08
청룡작은도서관,서울특별시,관악구,구립작은도서관,매주 일요일,9:00,18:00,25,10178 ,0,140,5,14,서울특별시 관악구 청룡9길 12-39,서울특별시 관악구청,02-876-4041,300,495,http://lib.gwanak.go.kr/,37.478018,126.946457,2016-06-08
삼성작은도서관,서울특별시,관악구,구립작은도서관,매주 일요일,9:00,18:00,30,10450 ,0,0,5,14,서울특별시 관악구 호암로 520,서울특별시 관악구청,070-7163-5166,375,642,http://lib.gwanak.go.kr/,37.464073,126.931802,2016-06-08
책이랑놀이랑,서울특별시,관악구,구립작은도서관,매주 화요일 법정공휴일,9:00,18:00,35,9558 ,13,417,5,14,서울특별시 관악구 행운1길 12,서울특별시 관악구청,02-878-0955,380,902,http://lib.gwanak.go.kr/,37.479992,126.958588,2016-06-08
신림청소년독서실,서울특별시,관악구,구립작은도서관,매주 일요일 법정공휴일,10:00,18:00,74,8420 ,0,0,5,14,서울특별시 관악구 난곡로64가길 19,서울특별시 관악구청,070-7525-619,3702,1364,http://lib.gwanak.go.kr/,37.480177,126.916185,2016-06-08
관악산 詩도서관,서울특별시,관악구,구립작은도서관,매주 화요일 법정공휴일,9:00,18:00,14,4976 ,0,39,5,14,서울특별시 관악구 신림로 23,서울특별시 관악구청,02-871-2261,1730,2552,http://lib.gwanak.go.kr/,37.468116,126.946069,2016-06-08
낙성대공원도서관,서울특별시,관악구,구립작은도서관,매주 화요일 법정공휴일,9:00,18:00,10,4752 ,0,79,5,14,서울특별시 관악구 낙성대로 77,서울특별시 관악구청,02-872-5575,,,http://lib.gwanak.go.kr/,37.471383,126.959727,2016-06-08
하난곡작은도서관,서울특별시,관악구,구립작은도서관,매주 화요일 법정공휴일,9:00,18:00,38,9232 ,17,651,5,14,서울특별시 관악구 난우10가길 20-7,서울특별시 관악구청,02-868-8994,198,358,http://lib.gwanak.go.kr/,37.476785,126.91992,2016-06-08
용꿈꾸는 작은도서관,서울특별시,관악구,구립작은도서관,매주 일요일 법정공휴일,9:00,22:00,75,17043 ,11,348,5,14,서울특별시 관악구 관악로 145,서울특별시 관악구청,02-889-8823,8908,32572,http://lib.gwanak.go.kr/,37.478127,126.951487,2016-06-08
도림천에서 용나는 작은도서관,서울특별시,관악구,구립작은도서관,매주 화요일 법정공휴일,9:00,20:00,14,3690 ,0,0,5,14,서울특별시 관악구 신림로 297,서울특별시 관악구청,02-877-2722,,,http://lib.gwanak.go.kr/,37.479739,126.931393,2016-06-08
꿈나무 영유아도서관,서울특별시,관악구,구립작은도서관,매주 화요일 법정공휴일,9:00,18:00,50,4810 ,0,0,5,14,서울특별시 관악구 신림로3길 35,서울특별시 관악구청,02-828-5721,,,http://lib.gwanak.go.kr/,37.467081,126.944781,2016-06-08
보라매동 다사랑작은도서관,서울특별시,관악구,작은도서관,법정공휴일,10:00,18:00,15,6259 ,0,0,5,14,서울특별시 관악구 봉천로 279-8,서울특별시 관악구청,02-876-2879,1556,1308,http://lib.gwanak.go.kr/,37.467081,126.944781,2016-06-08
은천동 한울작은도서관,서울특별시,관악구,작은도서관,법정공휴일,10:00,18:00,20,14232 ,0,1,5,14,서울특별시 관악구 국회단지2길 29-10,서울특별시 관악구청,02-876-4091,403,455,http://lib.gwanak.go.kr/,37.486875,126.941527,2016-06-08
인헌동 보물섬 작은도서관,서울특별시,관악구,작은도서관,법정공휴일,9:00,18:00,24,17199 ,0,190,5,14,서울특별시 관악구 남부순환로246가길 20,서울특별시 관악구청,02-889-4941,590,1497,http://lib.gwanak.go.kr/,37.475044,126.965247,2016-06-08
난곡동 책사랑 작은도서관,서울특별시,관악구,작은도서관,법정공휴일,10:00,18:00,16,6933 ,0,0,5,14,서울특별시 관악구 난곡로 30길 40,서울특별시 관악구청,02-861-7130,836,2271,http://lib.gwanak.go.kr/,37.470991,126.921644,2016-06-08
난향동 뜰안에작은도서관,서울특별시,관악구,작은도서관,법정공휴일,10:00,18:00,22,8838 ,0,133,5,14,서울특별시 관악구 난곡로 67,서울특별시 관악구청,02-867-1735,1046,1809,http://lib.gwanak.go.kr/,37.164461,126.91878,2016-06-08
남현동 우리작은도서관,서울특별시,관악구,작은도서관,법정공휴일,10:00,18:00,60,10476 ,0,229,5,14,서울특별시 관악구 남현1가길 29,서울특별시 관악구청,02-525-1334,939,2448,http://lib.gwanak.go.kr/,37.474518,126.97783,2016-06-08
신림동 굴렁쇠작은도서관,서울특별시,관악구,작은도서관,법정공휴일,10:00,18:00,12,6397 ,0,9,5,14,서울특별시 관악구 신림동길 14,서울특별시 관악구청,02-877-2727,499,1037,http://lib.gwanak.go.kr/,37.487372,126.927118,2016-06-08
서림동 글사랑작은도서관,서울특별시,관악구,작은도서관,법정공휴일,10:00,18:00,20,5993 ,0,5,5,14,서울특별시 관악구 신림로29길 6,서울특별시 관악구청,02-884-3951,682,780,http://lib.gwanak.go.kr/,37.474961,126.934984,2016-06-08
신원동 울타리작은도서관,서울특별시,관악구,작은도서관,법정공휴일,10:00,18:00,20,6163 ,0,0,5,14,서울특별시 관악구 신원로3길 13-6,서울특별시 관악구청,02-839-1547,385,665,http://lib.gwanak.go.kr/,37.481565,126.927333,2016-06-08
신사동 해오름작은도서관,서울특별시,관악구,작은도서관,법정공휴일,10:00,18:00,20,7275 ,0,7,5,14,서울특별시 관악구 조원로 151-1,서울특별시 관악구청,02-853-7336,369,695,http://lib.gwanak.go.kr/,37.485923,126.919089,2016-06-08
서원동 어울작은도서관,서울특별시,관악구,작은도서관,법정공휴일,10:00,18:00,20,5180 ,0,0,5,14,서울특별시 관악구 신림로 282,서울특별시 관악구청,02-872-5322,558,1311,http://lib.gwanak.go.kr/,37.479734,126.93136,2016-06-08
대학동 녹두작은도서관,서울특별시,관악구,작은도서관,법정공휴일,10:00,18:00,20,3756 ,0,0,5,14,서울특별시 관악구 신림로 111,서울특별시 관악구청,02-872-4765,489,1184,http://lib.gwanak.go.kr/,37.470598,126.936927,2016-06-08
성현동 파랑새작은도서관,서울특별시,관악구,작은도서관,법정공휴일,10:00,18:00,50,8864 ,0,116,5,14,서울특별시 관악구 구암길 38,서울특별시 관악구청,02-875-9054,1265,1461,http://lib.gwanak.go.kr/,37.489512,126.948077,2016-06-08
중앙동 새싹작은도서관,서울특별시,관악구,작은도서관,법정공휴일,10:00,18:00,40,3370 ,0,35,5,14,서울특별시 관악구 양녕로6다길 7,서울특별시 관악구청,02-875-9513,,704,http://lib.gwanak.go.kr/,37.484166,126.949749,2016-06-08
청림동 푸른숲작은도서관,서울특별시,관악구,작은도서관,법정공휴일,10:00,18:00,20,6638 ,0,0,5,14,서울특별시 관악구 관악로40길 39,서울특별시 관악구청,02-876-4090,,786,http://lib.gwanak.go.kr/,37.491797,126.958599,2016-06-08
행운동 마루작은도서관,서울특별시,관악구,작은도서관,법정공휴일,10:00,18:00,20,4824 ,0,11,5,14,서울특별시 관악구 행운1길 43,서울특별시 관악구청,02-876-3434,626,1447,http://lib.gwanak.go.kr/,37.480593,126.957059,2016-06-08
청룡동 숯고을작은도서관,서울특별시,관악구,작은도서관,법정공휴일,10:00,18:00,20,8281 ,0,31,5,14,서울특별시 관악구 쑥고개로 44,서울특별시 관악구청,02-876-4083,779,1441,http://lib.gwanak.go.kr/,37.479107,126.941694,2016-06-08
낙성동 우듬지작은도서관,서울특별시,관악구,작은도서관,법정공휴일,10:00,18:00,20,5663 ,0,9,5,14,서울특별시 관악구 낙성대로4가길 5,서울특별시 관악구청,02-876-40725,924,2004,http://lib.gwanak.go.kr/,37.476264,126.958365,2016-06-08
미성동 책의향기작은도서관,서울특별시,관악구,작은도서관,법정공휴일,10:00,18:00,20,5719 ,0,0,5,14,서울특별시 관악구 난곡로 249,서울특별시 관악구청,02-830-5312,396,721,http://lib.gwanak.go.kr/,37.476132,126.915527,2016-06-08
삼성동 샛별작은도서관,서울특별시,관악구,작은도서관,법정공휴일,10:00,18:00,10,6392 ,0,7,5,14,서울특별시 관악구 호암로 589,서울특별시 관악구청,02-876-2063,,617,http://lib.gwanak.go.kr/,37.470073,126.932964,2016-06-08
거제시립장평도서관,경상남도,거제시,공공도서관,"추석,설연휴",08:00,23:00,305,44384,33,192,5,14,경상남도 거제시 장평3로 10,경상남도 거제시청,055-639-3861,"2,300","1,194",http://www.lib.geoje.go.kr,34.8894226,128.6094438,2016-06-01
거제시립옥포도서관,경상남도,거제시,공공도서관,"추석,설연휴",08:00,23:00,197,49279,43,1156,5,14,경상남도 거제시 진목로 20,경상남도 거제시청,055-639-3881,"3,752",355,http://www.lib.geoje.go.kr,34.8970432,128.6875514,2016-06-01
거제시립장승포도서관,경상남도,거제시,공공도서관,"추석,설연휴",08:00,23:00,145,68039,31,1766,5,14,경상남도 거제시 신부로 36,경상남도 거제시청,055-639-3871,"1,807",359,http://www.lib.geoje.go.kr,34.8698986,128.7313345,2016-06-01
거제시립수양도서관,경상남도,거제시,공공도서관,"추석,설연휴",08:00,23:00,250,25851,36,70,5,14,경상남도 거제시 제산로 5길 26,경상남도 거제시청,055-639-3891,"4,457","1,053",http://www.lib.geoje.go.kr,34.8879384,128.6462702,2016-06-01
거제면참새미작은도서관,경상남도,거제시,작은도서관,"매주토요일,매주 일요일",10:00,17:00,36,4500,0,0,3,14,경상남도 거제시 동상3길 26(거제면주민자치센터),경상남도 거제시 거제면주민자치센터,055-632-6452,"1,841",110,http://gw.re.kr/development/development07.jsp,34.8510899,128.5960569,2016-06-01
글밭 작은도서관,경상남도,거제시,작은도서관,"매주토요일,매주 일요일",09:00,18:00,23,6277,0,0,3,14,경상남도 거제시 계룡로13길 6(거제시여성회관),경상남도 거제시 거제시여성회,055-636-3019,"2,550",75,,34.8842912,128.6193490,2016-06-01
남부면 작은도서관,경상남도,거제시,작은도서관,"매주토요일,매주 일요일",09:00,18:00,10,11649,0,0,3,7,경상남도 거제시 남부면 남부해안로30,경상남도 거제시 남부면주민자치센터,055-639-4144,"6,203",78,,34.7321719,128.6101451,2016-06-01
대아푸른솔아파트작은도서관,경상남도,거제시,작은도서관,"매주토요일,매주 일요일",09:00,18:00,40,3700,0,0,5,14,경상남도 거제시 거제중앙로 1509-22(대아푸른솔마을아파트),경상남도 거제시 대아푸른솔아파트입주자대표회,055-635-0999,"14,147",50,,34.8573061,128.6435589,2016-06-01
덕산아내프리미엄아파트(1차) 작은도서관,경상남도,거제시,작은도서관,매주월요일,16:00,22:00,34,6800,0,0,3,7,"경상남도 거제시 아주로 100-10(아주동, 덕산아내프리미엄1차)",경상남도 거제시 덕산아내아파트입주자대표회,055-681-9766,"31,955",142,,34.8730381,128.6961421,2016-06-01
모오리돌작은도서관,경상남도,거제시,작은도서관,매주 일요일,09:00,18:00,35,16301,9,0,3,14,경상남도 거제시 아주동 탑곡로75,경상남도 거제시 YWCA,055-682-4950,"6,396",153,http://www.gjywca.or.kr,34.8624414,128.6910762,2016-06-01
바람의 언덕작은도서관,경상남도,거제시,작은도서관,매주 일요일,09:00,16:00,10,5000,5,0,3,15,경상남도 거제시 남부면 도장포1길50-4,경상남도 거제시 해금강교회,055-633-1527,244,66,,34.7414771,128.6622063,2016-06-01
새마을문고 작은도서관,경상남도,거제시,작은도서관,"매주토요일,매주 일요일",09:00,17:00,20,5000,0,0,5,7,경상남도 거제시 고현동 거제중앙로 1849 공공청사 3층 308호,경상남도 거제시 새마을운동 거제시지회,055-637-0185,"1,152",274,http://www.saemaul.com,34.8834667,128.6252533,2016-06-01
성은작은도서관,경상남도,거제시,작은도서관,"매주토요일,매주 일요일",12:00,17:00,6,1002,0,0,0,0,경상남도 거제시 옥포로 315-2(성은아파트),경상남도 거제시 성은아파트입주자대표회,055-687-7794,"12,711",93,,34.9019905,128.6841618,2016-06-01
옥포작은도서관,경상남도,거제시,작은도서관,매주월요일,09:00,18:00,15,32744,15,0,3,14,경상남도 거제시 옥포동 옥포대첩로 84,경상남도 거제시 옥포종합사회복지관,055-680-7021,"6,902",219,http://www.okpowelfare.or.kr,34.8937988,128.6965727,2016-06-01
푸른숲 작은도서관,경상남도,거제시,작은도서관,"매주토요일,매주 일요일",10:00,22:00,80,15752,9,0,6,7,경상남도 거제시 상동동 상동7길30,경상남도 거제시 대동다숲아파트입주자대표회,055-633-8849,"117,152",250,,34.8691022,128.6279207,2016-06-01
파라미타 작은도서관,경상남도,경상남도,작은도서관,매주 일요일,10:00,21:00,20,1500,0,0,0,0,경상남도 거제시 계룡로 2길 69-1,사단법인 좋은벗,055-681-2679,255,66,,34.8794481,128.6263868,2016-06-01
힐 나눔 작은 도서관,경상남도,경상남도,작은도서관,없음,09:00,22:00,29,1600,0,0,0,0,경상남도 거제시 제산로 51,경상남도 거제시 힐스테이트아파트입주자대표회,055-632-0366,"36,044",70,,34.8900387,128.6410652,2016-06-01
덕산아내프리미엄아파트(2차) 작은도서관,경상남도,경상남도,작은도서관,"매주토요일,매주 일요일",09:00,18:00,16,1500,0,0,3,14,"경상남도 거제시 아주로 100-11(아주동, 덕산아내프리미엄2차)",경상남도 거제시 덕산아내아파트입주자대표회,055-681-2679,"22,363",15,,34.8663692,128.6836321,2016-06-01
벽산-e솔렌스힐3차아파트 작은도서관,경상남도,경상남도,작은도서관,없음,13:00,17:00,24,1067,0,0,3,14,경상남도 거제시 상동 5길 117-50,경상남도 거제시 벽산e-솔렌스힐 3차아파트입주자대표회,055-637-2500,"63,861",144,,34.8584965,128.6345002,2016-06-01
다대도서관,부산광역시,사하구,공공도서관,"매주월요일, 국가지정공휴일",09:00,22:00,252,89733,43,2718,5,15,부산광역시 사하구 다대낙조2길 9(다대동),사하구청,051-220-5861,1657,3521,dadaelib.saha.go.kr,35.05046,128.96466,2016-08-20
회화나무작은도서관,부산광역시,사하구,공공도서관,"매주월요일, 국가지정공휴일",09:00,21:00,80,10764,0,0,2,7,부산광역시 사하구 사하로141번나길 11-1,사하구청,051-201-3096,,313,http://hhnmlib.saha.go.kr/html/index.php,35.093992,128.982824,2016-08-20
까치마을작은도서관,부산광역시,사하구,공공도서관,"매주월요일, 국가지정공휴일",09:00,21:00,24,3671,0,0,2,7,부산광역시 사하구 까치고개로 77-1 (괴정동),사하구청,051-202-0998,,51,http://kcmeulib.saha.go.kr/html/index.php,35.105156,129.000584,2016-08-20
괴정3동작은도서관,부산광역시,사하구,공공도서관,국가지정공휴일,09:00,21:00,77,13572,0,0,2,7,부산광역시 사하구 낙동대로 171번길 30-5(괴정동),괴정3동 주민센터,051-220-5087,,190,http://goejeong3lib.saha.go.kr/html/index.php,35.100341,128.989357,2016-08-20
마하골길벗작은도서관,부산광역시,사하구,공공도서관,"매주월요일, 국가지정공휴일",09:00,21:00,65,10666,0,0,2,7,부산광역시 사하구 승학로 161번길 80(괴정동),사하구청,051-294-8850,,330,http://mhglib.saha.go.kr/html/index.php,35.105438,128.976227,2016-08-20
당리작은도서관,부산광역시,사하구,공공도서관,"매주월요일, 국가지정공휴일",09:00,21:00,55,6988,0,0,2,7,부산광역시 사하구 승학로 20번길 25 (당리동),사하구청,051-201-5930,,224,http://dangnilib.saha.go.kr/html/index.php,35.106151,128.963453,2016-08-20
노을나루길작은도서관,부산광역시,사하구,공공도서관,국가지정공휴일,09:00,21:00,60,20796,0,0,5,14,부산광역시 사하구 하신번영로 377(하단동),사하구청,051-220-5207,,194,http://hadan2lib.saha.go.kr/html/index.php,35.114608,128.951792,2016-08-20
동매누리작은도서관,부산광역시,사하구,공공도서관,"매주월요일, 국가지정공휴일",09:00,21:00,68,8895,0,0,2,7,부산광역시 사하구 다대로 130번길 112(신평동),사하구청,051-900-4060,,236,http://dmnrlib.saha.go.kr/html/index.php,35.093067,128.967179,2016-08-20
꿈꾸는작은도서관,부산광역시,사하구,공공도서관,"매주월요일, 국가지정공휴일",09:00,21:00,20,8478,0,0,2,7,부산광역시 사하구 하신번영로 155(신평동),사하구청,070-4116-5726,,130,http://kknlib.saha.go.kr/html/index.php,35.096421,128.951266,2016-08-20
무지개작은도서관,부산광역시,사하구,공공도서관,"매주월요일, 국가지정공휴일",09:00,21:00,48,7604,0,0,2,14,부산광역시 사하구 장림시장1길 40(장림동),사하구청,051-265-0245,,171,http://mjglib.saha.go.kr/html/index.php,35.081208,128.958302,2016-08-20
수풀작은도서관,부산광역시,사하구,공공도서관,"매주월요일, 국가지정공휴일",09:00,21:00,71,4573,0,0,2,7,부산광역시 사하구 다대로 271번길 25,사하구청,051-265-4832,,236,http://splib.saha.go.kr/html/index.php,35.07781,128.969954,2016-08-20
두송작은도서관,부산광역시,사하구,공공도서관,국가지정공휴일,10:00,21:00,70,5250,0,0,2,7,부산광역시 사하구 다대로429번길 30(다대동),다대2동 주민센터,051-220-5386,,166,http://dadae2lib.saha.go.kr/html/index.php,35.089871,128.992678,2016-08-20
푸른누리작은도서관,부산광역시,사하구,공공도서관,"매주월요일, 국가지정공휴일",09:00,21:00,60,8549,0,0,2,7,부산광역시 사하구 감천로83번길 26(감천동),사하구청,051-202-4466,,200,http://prnrlib.saha.go.kr/html/index.php,35.089871,128.992678,2016-08-20
다모아작은도서관,부산광역시,사하구,공공도서관,"매주월요일, 국가지정공휴일",09:00,21:00,13,4329,0,0,2,7,부산광역시 사하구 감천로139번길 37(감천동),사하구청,051-294-9730,,84,http://dmalib.saha.go.kr/html/index.php,35.088184,128.997577,2016-08-20
감천횃불작은도서관,부산광역시,사하구,공공도서관,"매주월요일, 국가지정공휴일",09:00,21:00,20,11002,0,0,2,7,부산광역시 사하구 옥천로 48-5(감천동),사하구청,051-203-0543,,132,http://gchblib.saha.go.kr/html/index.php,35.090937,128.9987,2016-08-20
다독다독,전라북도,임실군,작은도서관,"토·일요일,법정공휴일",09:00,18:00,20,4064,0,0,0,0,전라북도 임실군 임실읍 수정로 30,전라북도 임실군청,063-640-2937,,145,무,35.617756,127.288561,2016-05-31
안 전,전라북도,임실군,작은도서관,"월요일,신정,설,추석,",09:00,18:00,20,3778,0,0,0,0,전라북도 임실군 임실읍 호국로 1630,전라북도청,063-290-5678,,180,무,35.613189,127.283231,2016-05-31
성수골,전라북도,임실군,작은도서관,"토,일요일,법정공휴일",09:00,18:00,10,16000,0,0,0,0,전라북도 임실군 성수면 임진로 189,전라북도 임실군 성수초등학교,063-642-9011,,143,무,35.629738,127.3306100,2016-05-31
충 경,전라북도,임실군,작은도서관,"토,일요일,법정공휴일",09:00,18:00,10,8292,0,0,0,0,전라북도 임실군 임실읍 감천로,35사단,063-644-0113,,510,무,,,2016-05-31
무지개빛,전라북도,임실군,작은도서관,"일요일, 법정공휴일",09:00,18:00,10,8299,0,0,0,0,전라북도 임실군 관촌면 사선 2길 96-24,전라북도 임실군청,063-643-1902,,168,무,35.673119,127.277406,2016-05-31
필 봉,전라북도,임실군,작은도서관,연중무휴,09:00,18:00,10,3756,0,0,0,0,전라북도 임실군 강진면 강운로 272,전라북도 임실군청,063-643-1902,,143,무,35.536995,127.154416,2016-05-31
아낌없이 주는나무,전라북도,임실군,작은도서관,"일요일, 법정공휴일",09:00,18:00,10,4335,0,0,0,0,전라북도 임실군 임실읍 치즈마을2길 16-6,치즈마을 운영위원회,070-7786-3700,,165,무,35.6410000,127.301438,2016-05-31
지사랑,전라북도,임실군,작은도서관,"일·월요일,법정공휴일",09:00,18:00,10,3400,0,0,0,0,전라북도 임실군 지사면 충효로 2417,전라북도 임실군청,070-8843-2933,,208,무,35.562635,127.355822,2016-05-31
전라북도 임실군립도서관,전라북도,임실군,공공도서관,월요일 및 법정공휴일,09:00,18:00,150,42863,13,1861,5,10,전라북도 임실군 오수면 충효로 2050,전라북도 임실군청,063-640-2931,1434,892,무,35.5418188,127.3294665,2016-05-31
고동람 작은도서관,경상북도,상주시,작은도서관,매주토요일일요일,13:00,18:00,33,7056,18,0,3,7,경상북도 상주시 함창읍 함창중앙로 135,경상북도 상주시청,054-537-8005,5449,168.3,없음,36.5696700,128.1791000,2015-09-30
군산시립도서관,전라북도,군산시,공공도서관,매주 월요일 및 법정 공휴일,9:00,22:00,704,161480,71,4257,3,14,전라북도 군산시 축동로72,전라북도 군산시청,063-454-5620,2450,5508,http://lib.gunsan.go.kr,35.9656132,126.7112052,2015-09-01
늘푸른도서관,전라북도,군산시,공공도서관,매주 일요일 및 법정 공휴일,9:00,22:00,429,48241,53,0,3,14,전라북도 군산시 하나운로17,전라북도 군산시청,063-454-5980,2776,2338,http://lib.gunsan.go.kr,35.9606645,126.6989171,2015-09-01
설림도서관,전라북도,군산시,공공도서관,매주 일요일 및 법정 공휴일,9:00,22:00,229,31663,57,0,3,14,전라북도 군산시 설림길23,전라북도 군산시청,063-454-5700,7236,1157,http://lib.gunsan.go.kr,35.9730164,126.6844042,2015-09-01
임피채만식도서관,전라북도,군산시,공공도서관,매주 일요일 및 법정 공휴일,9:00,18:00,80,42258,9,0,3,14,전라북도 군산시 임피향교길39,전라북도 군산시청,063-454-5655,2317,693,http://lib.gunsan.go.kr,35.9875018,126.8484693,2015-09-01
구암작은도서관,전라북도,군산시,작은도서관,매주 일요일 및 법정 공휴일,9:00,18:00,32,18578,10,0,3,14,전라북도 군산시 구암3.1로245,전라북도 군산시청,063-454-5657,310,166,http://lib.gunsan.go.kr,35.9851392,126.7445904,2015-09-01
미성작은도서관,전라북도,군산시,작은도서관,매주 일요일 및 법정 공휴일,9:00,18:00,50,20425,10,0,3,14,전라북도 군산시 동아로11,전라북도 군산시청,063-454-5658,313,313,http://lib.gunsan.go.kr,35.9611411,126.6755421,2015-09-01
월명작은도서관,전라북도,군산시,작은도서관,매주 일요일 및 법정 공휴일,9:00,18:00,63,15685,11,0,3,14,전라북도 군산시 구영7길6,전라북도 군산시청,063-454-5659,236,236,http://lib.gunsan.go.kr,35.9841665,126.7088439,2015-09-01
미룡작은도서관,전라북도,군산시,작은도서관,매주 일요일 및 법정 공휴일,9:00,18:00,57,20450,10,0,3,14,전라북도 군산시 미룡로42,전라북도 군산시청,063-454-5661,210,210,http://lib.gunsan.go.kr,35.9421185,126.6903671,2015-09-01
흥남작은도서관,전라북도,군산시,작은도서관,매주 일요일 및 법정 공휴일,9:00,18:00,48,17855,10,0,3,14,전라북도 군산시 풍문2길35,전라북도 군산시청,063-454-5660,200,200,http://lib.gunsan.go.kr,35.9786148,126.7193761,2015-09-01
나포작은도서관,전라북도,군산시,작은도서관,매주 일요일 및 법정 공휴일,9:00,18:00,58,13796,11,0,3,14,전라북도 군산시 교동2길5,전라북도 군산시청,063-454-5662,238,238,http://lib.gunsan.go.kr,36.0308019,126.8319975,2015-09-01
조촌작은도서관,전라북도,군산시,작은도서관,매주 월요일 및 법정 공휴일,9:00,18:00,25,12716,8,0,3,14,전라북도 군산시 양안로133,전라북도 군산시청,063-452-0401,192,192,http://lib.gunsan.go.kr,35.9742595,126.7435428,2015-09-01
